qp	pos	id	rep	trayid	row	col	indpop	water	FT.q	FT.date	FT.dif
19	d8	9873	2	19_p_l	d	8	p	l	1	2016-03-28	158
19	e2	6074	2	19_p_l	e	2	p	l	0	NA	NA
19	e3	9519	2	19_p_l	e	3	p	l	0	NA	NA
19	e4	9595	2	19_p_l	e	4	p	l	0	NA	NA
19	e5	9523	2	19_p_l	e	5	p	l	0	NA	NA
19	e6	5772	2	19_p_l	e	6	p	l	0	NA	NA
19	e7	9992	2	19_p_l	e	7	p	l	0	NA	NA
190	a2	2	2	17_p_h	a	2	p	h	0	NA	NA
190	a3	9755	2	17_p_h	a	3	p	h	1	2016-03-04	134
190	a4	9421	2	17_p_h	a	4	p	h	1	2016-03-17	147
190	a5	9725	2	17_p_h	a	5	p	h	1	2016-02-12	113
190	a6	9645	2	17_p_h	a	6	p	h	1	2016-03-02	132
190	a7	9717	2	17_p_h	a	7	p	h	1	2016-03-09	139
190	b1	9827	2	17_p_h	b	1	p	h	1	2016-03-01	131
190	b2	9057	2	17_p_h	b	2	p	h	1	2016-03-11	141
190	b3	9544	2	17_p_h	b	3	p	h	1	2016-02-26	127
190	b4	7415	2	17_p_h	b	4	p	h	0	NA	NA
190	b5	9807	2	17_p_h	b	5	p	h	1	2016-03-17	147
190	b6	8387	2	17_p_h	b	6	p	h	1	2016-03-08	138
190	b7	6122	2	17_p_h	b	7	p	h	0	NA	NA
190	b8	6074	2	17_p_h	b	8	p	h	1	2016-03-18	148
190	c1	9906	2	17_p_h	c	1	p	h	1	2016-03-08	138
190	c2	9363	2	17_p_h	c	2	p	h	1	2016-03-28	158
190	c3	6210	2	17_p_h	c	3	p	h	1	2016-03-14	144
190	c4	6945	2	17_p_h	c	4	p	h	1	2016-03-21	151
190	c5	6142	2	17_p_h	c	5	p	h	1	2016-03-16	146
190	c6	9738	2	17_p_h	c	6	p	h	1	2016-03-04	134
190	c7	8234	2	17_p_h	c	7	p	h	0	NA	NA
190	c8	9625	2	17_p_h	c	8	p	h	1	2016-03-18	148
190	d1	9903	2	17_p_h	d	1	p	h	1	2016-03-28	158
190	d2	6106	2	17_p_h	d	2	p	h	1	2016-03-18	148
190	d3	8249	2	17_p_h	d	3	p	h	0	NA	NA
190	d4	6169	2	17_p_h	d	4	p	h	1	2016-03-08	138
190	d5	9789	2	17_p_h	d	5	p	h	1	2016-03-08	138
190	d6	6217	2	17_p_h	d	6	p	h	0	NA	NA
190	d7	9769	2	17_p_h	d	7	p	h	1	2016-02-29	130
190	d8	7346	2	17_p_h	d	8	p	h	1	2016-02-29	130
190	e2	768	2	17_p_h	e	2	p	h	1	2016-02-26	127
190	e3	9747	2	17_p_h	e	3	p	h	1	2016-03-15	145
190	e4	6151	2	17_p_h	e	4	p	h	0	NA	NA
190	e5	9848	2	17_p_h	e	5	p	h	1	2016-04-22	183
190	e6	9910	2	17_p_h	e	6	p	h	1	2016-03-14	144
190	e7	7208	2	17_p_h	e	7	p	h	1	2016-03-01	131
191	a2	9615	2	18_p_h	a	2	p	h	1	2016-03-11	141
191	a3	9803	2	18_p_h	a	3	p	h	1	2016-03-04	134
191	a4	9583	2	18_p_h	a	4	p	h	1	2016-02-16	117
191	a5	9847	2	18_p_h	a	5	p	h	1	2016-02-22	123
191	a6	9874	2	18_p_h	a	6	p	h	1	2016-02-15	116
191	a7	9641	2	18_p_h	a	7	p	h	1	2016-03-08	138
191	b1	403	2	18_p_h	b	1	p	h	0	NA	NA
191	b2	9595	2	18_p_h	b	2	p	h	0	NA	NA
191	b3	9892	2	18_p_h	b	3	p	h	0	NA	NA
191	b4	9870	2	18_p_h	b	4	p	h	0	NA	NA
191	b5	8376	2	18_p_h	b	5	p	h	1	2016-03-14	144
191	b6	6915	2	18_p_h	b	6	p	h	1	2016-03-28	158
191	b7	9601	2	18_p_h	b	7	p	h	1	2016-03-15	145
191	b8	8243	2	18_p_h	b	8	p	h	1	2016-03-08	138
191	c1	9589	2	18_p_h	c	1	p	h	1	2016-03-17	147
191	c2	8311	2	18_p_h	c	2	p	h	1	2016-02-26	127
191	c3	8227	2	18_p_h	c	3	p	h	1	2016-03-22	152
191	c4	9779	2	18_p_h	c	4	p	h	1	2016-02-22	123
191	c5	9708	2	18_p_h	c	5	p	h	1	2016-03-14	144
191	c6	9551	2	18_p_h	c	6	p	h	1	2016-03-28	158
191	c7	9846	2	18_p_h	c	7	p	h	1	2016-03-30	160
191	c8	6145	2	18_p_h	c	8	p	h	0	NA	NA
191	d1	9481	2	18_p_h	d	1	p	h	1	2016-04-01	162
191	d2	9833	2	18_p_h	d	2	p	h	1	2016-02-18	119
191	d3	9586	2	18_p_h	d	3	p	h	1	2016-03-15	145
191	d4	9714	2	18_p_h	d	4	p	h	1	2016-03-14	144
191	d5	6979	2	18_p_h	d	5	p	h	1	2016-03-08	138
191	d6	9554	2	18_p_h	d	6	p	h	1	2016-03-14	144
191	d7	9657	2	18_p_h	d	7	p	h	0	NA	NA
191	d8	7071	2	18_p_h	d	8	p	h	0	NA	NA
191	e2	9569	2	18_p_h	e	2	p	h	1	2016-03-14	144
191	e3	9629	2	18_p_h	e	3	p	h	0	NA	NA
191	e4	9545	2	18_p_h	e	4	p	h	1	2016-02-16	117
191	e5	9508	2	18_p_h	e	5	p	h	1	2016-02-25	126
191	e6	9651	2	18_p_h	e	6	p	h	1	2016-02-18	119
191	e7	6929	2	18_p_h	e	7	p	h	1	2016-02-29	130
192	a2	9852	2	19_p_h	a	2	p	h	1	2016-02-22	123
192	a3	9915	2	19_p_h	a	3	p	h	1	2016-03-14	144
192	a4	6177	2	19_p_h	a	4	p	h	1	2016-03-31	161
192	a5	7165	2	19_p_h	a	5	p	h	0	NA	NA
192	a6	9597	2	19_p_h	a	6	p	h	0	NA	NA
192	a7	9470	2	19_p_h	a	7	p	h	0	NA	NA
192	b1	9579	2	19_p_h	b	1	p	h	0	NA	NA
192	b2	772	2	19_p_h	b	2	p	h	0	NA	NA
192	b3	9606	2	19_p_h	b	3	p	h	1	2016-02-08	109
192	b4	7287	2	19_p_h	b	4	p	h	0	NA	NA
192	b5	9630	2	19_p_h	b	5	p	h	0	NA	NA
192	b6	9743	2	19_p_h	b	6	p	h	0	NA	NA
192	b7	7203	2	19_p_h	b	7	p	h	1	2016-02-26	127
192	b8	9559	2	19_p_h	b	8	p	h	0	NA	NA
192	c1	9616	2	19_p_h	c	1	p	h	1	2016-03-16	146
192	c2	7244	2	19_p_h	c	2	p	h	1	2016-03-17	147
192	c3	6202	2	19_p_h	c	3	p	h	1	2016-03-31	161
192	c4	9928	2	19_p_h	c	4	p	h	1	2016-02-22	123
192	c5	9897	2	19_p_h	c	5	p	h	1	2016-03-03	133
192	c6	9619	2	19_p_h	c	6	p	h	0	NA	NA
192	c7	7062	2	19_p_h	c	7	p	h	1	2016-03-02	132
192	c8	9121	2	19_p_h	c	8	p	h	1	2016-03-22	152
192	d1	6107	2	19_p_h	d	1	p	h	1	2016-02-23	124
192	d2	9058	2	19_p_h	d	2	p	h	0	NA	NA
192	d3	9402	2	19_p_h	d	3	p	h	0	NA	NA
192	d4	7013	2	19_p_h	d	4	p	h	1	2016-02-25	126
192	d5	7125	2	19_p_h	d	5	p	h	1	2016-03-03	133
192	d6	6085	2	19_p_h	d	6	p	h	1	2016-03-22	152
192	d7	9332	2	19_p_h	d	7	p	h	1	2016-03-15	145
192	d8	9697	2	19_p_h	d	8	p	h	0	NA	NA
192	e2	9878	2	19_p_h	e	2	p	h	0	NA	NA
192	e3	7255	2	19_p_h	e	3	p	h	1	2016-03-18	148
192	e4	6184	2	19_p_h	e	4	p	h	1	2016-03-17	147
192	e5	9409	2	19_p_h	e	5	p	h	1	2016-03-21	151
192	e6	6244	2	19_p_h	e	6	p	h	1	2016-03-11	141
192	e7	9659	2	19_p_h	e	7	p	h	1	2016-02-18	119
193	a2	9585	2	20_p_h	a	2	p	h	1	2016-02-12	113
193	a3	8230	2	20_p_h	a	3	p	h	1	2016-03-18	148
193	a4	9777	2	20_p_h	a	4	p	h	1	2016-02-29	130
193	a5	766	2	20_p_h	a	5	p	h	1	2016-02-15	116
193	a6	5741	2	20_p_h	a	6	p	h	1	2016-03-29	159
193	a7	9819	2	20_p_h	a	7	p	h	1	2016-03-14	144
193	b1	6997	2	20_p_h	b	1	p	h	1	2016-03-02	132
193	b2	9610	2	20_p_h	b	2	p	h	0	NA	NA
193	b3	9556	2	20_p_h	b	3	p	h	0	NA	NA
193	b4	9832	2	20_p_h	b	4	p	h	1	2016-02-29	130
193	b5	9539	2	20_p_h	b	5	p	h	1	2016-03-04	134
193	b6	9527	2	20_p_h	b	6	p	h	1	2016-01-19	89
193	b7	8240	2	20_p_h	b	7	p	h	1	2016-03-01	131
193	b8	9879	2	20_p_h	b	8	p	h	1	2016-02-09	110
193	c1	9537	2	20_p_h	c	1	p	h	1	2016-02-11	112
193	c2	7209	2	20_p_h	c	2	p	h	0	NA	NA
193	c3	5800	2	20_p_h	c	3	p	h	1	2016-03-09	139
193	c4	9532	2	20_p_h	c	4	p	h	1	2016-03-16	146
193	c5	9632	2	20_p_h	c	5	p	h	1	2016-03-22	152
193	c6	9512	2	20_p_h	c	6	p	h	1	2016-02-10	111
193	c7	159	2	20_p_h	c	7	p	h	1	2016-03-03	133
193	c8	765	2	20_p_h	c	8	p	h	1	2016-04-04	165
193	d1	9891	2	20_p_h	d	1	p	h	1	2016-03-08	138
193	d2	9836	2	20_p_h	d	2	p	h	1	2016-03-17	147
193	d3	9698	2	20_p_h	d	3	p	h	0	NA	NA
193	d4	6132	2	20_p_h	d	4	p	h	1	2016-04-13	174
193	d5	7280	2	20_p_h	d	5	p	h	1	2016-05-04	195
193	d6	9901	2	20_p_h	d	6	p	h	1	2016-02-26	127
193	d7	7347	2	20_p_h	d	7	p	h	1	2016-03-02	132
193	d8	9822	2	20_p_h	d	8	p	h	1	2016-02-25	126
193	e2	5779	2	20_p_h	e	2	p	h	1	2016-03-23	153
193	e3	9587	2	20_p_h	e	3	p	h	1	2016-04-29	190
193	e4	9883	2	20_p_h	e	4	p	h	1	2016-02-23	124
193	e5	6990	2	20_p_h	e	5	p	h	1	2016-03-21	151
193	e6	6073	2	20_p_h	e	6	p	h	1	2016-03-21	151
193	e7	9924	2	20_p_h	e	7	p	h	1	2016-04-04	165
194	a2	4958	2	21_p_h	a	2	p	h	1	2016-03-11	141
194	a3	9548	2	21_p_h	a	3	p	h	1	2016-03-25	155
194	a4	9825	2	21_p_h	a	4	p	h	1	2016-02-17	118
194	a5	9507	2	21_p_h	a	5	p	h	1	2016-02-09	110
194	a6	7026	2	21_p_h	a	6	p	h	1	2016-03-03	133
194	a7	9876	2	21_p_h	a	7	p	h	1	2016-03-16	146
194	b1	9661	2	21_p_h	b	1	p	h	0	NA	NA
194	b2	7028	2	21_p_h	b	2	p	h	0	NA	NA
194	b3	6989	2	21_p_h	b	3	p	h	1	2016-03-14	144
194	b4	9905	2	21_p_h	b	4	p	h	0	NA	NA
194	b5	9115	2	21_p_h	b	5	p	h	1	2016-03-15	145
194	b6	7106	2	21_p_h	b	6	p	h	1	2016-03-01	131
194	b7	9529	2	21_p_h	b	7	p	h	1	2016-03-01	131
194	b8	7072	2	21_p_h	b	8	p	h	1	2016-02-25	126
194	c1	6198	2	21_p_h	c	1	p	h	1	2016-03-08	138
194	c2	9543	2	21_p_h	c	2	p	h	1	2016-03-17	147
194	c3	5784	2	21_p_h	c	3	p	h	1	2016-03-25	155
194	c4	7305	2	21_p_h	c	4	p	h	0	NA	NA
194	c5	9741	2	21_p_h	c	5	p	h	1	2016-03-18	148
194	c6	6025	2	21_p_h	c	6	p	h	0	NA	NA
194	c7	6105	2	21_p_h	c	7	p	h	0	NA	NA
194	c8	7164	2	21_p_h	c	8	p	h	1	2016-02-12	113
194	d1	9535	2	21_p_h	d	1	p	h	1	2016-03-17	147
194	d2	9705	2	21_p_h	d	2	p	h	1	2016-03-14	144
194	d3	10006	2	21_p_h	d	3	p	h	1	2016-03-17	147
194	d4	7333	2	21_p_h	d	4	p	h	1	2016-02-18	119
194	d5	9853	2	21_p_h	d	5	p	h	1	2016-02-15	116
194	d6	9810	2	21_p_h	d	6	p	h	1	2016-03-18	148
194	d7	7218	2	21_p_h	d	7	p	h	0	NA	NA
194	d8	9546	2	21_p_h	d	8	p	h	1	2016-04-01	162
194	e2	9622	2	21_p_h	e	2	p	h	1	2016-03-08	138
194	e3	9739	2	21_p_h	e	3	p	h	1	2016-03-14	144
194	e4	9701	2	21_p_h	e	4	p	h	0	NA	NA
194	e5	9638	2	21_p_h	e	5	p	h	0	NA	NA
194	e6	7373	2	21_p_h	e	6	p	h	1	2016-03-03	133
194	e7	6008	2	21_p_h	e	7	p	h	1	2016-03-08	138
195	a2	8354	2	22_p_h	a	2	p	h	0	NA	NA
195	a3	9898	2	22_p_h	a	3	p	h	1	2016-03-18	148
195	a4	9873	2	22_p_h	a	4	p	h	1	2016-02-11	112
195	a5	9772	2	22_p_h	a	5	p	h	0	NA	NA
195	a6	8312	2	22_p_h	a	6	p	h	1	2016-03-02	132
195	a7	5151	2	22_p_h	a	7	p	h	0	NA	NA
195	b1	9298	2	22_p_h	b	1	p	h	1	2016-03-04	134
195	b2	7077	2	22_p_h	b	2	p	h	1	2016-02-01	102
195	b3	6092	2	22_p_h	b	3	p	h	1	2016-03-02	132
195	b4	9890	2	22_p_h	b	4	p	h	1	2016-03-21	151
195	b5	6090	2	22_p_h	b	5	p	h	0	NA	NA
195	b6	9506	2	22_p_h	b	6	p	h	1	2016-03-03	133
195	b7	8264	2	22_p_h	b	7	p	h	1	2016-03-01	131
195	b8	6188	2	22_p_h	b	8	p	h	1	2016-02-29	130
195	c1	7092	2	22_p_h	c	1	p	h	1	2016-03-14	144
195	c2	7081	2	22_p_h	c	2	p	h	1	2016-03-01	131
195	c3	7323	2	22_p_h	c	3	p	h	0	NA	NA
195	c4	7354	2	22_p_h	c	4	p	h	1	2016-03-21	151
195	c5	9314	2	22_p_h	c	5	p	h	0	NA	NA
195	c6	6911	2	22_p_h	c	6	p	h	0	NA	NA
195	c7	8357	2	22_p_h	c	7	p	h	0	NA	NA
195	c8	6133	2	22_p_h	c	8	p	h	1	2016-04-06	167
195	d1	7102	2	22_p_h	d	1	p	h	1	2016-03-14	144
195	d2	7133	2	22_p_h	d	2	p	h	1	2016-03-09	139
195	d3	6209	2	22_p_h	d	3	p	h	0	NA	NA
195	d4	6243	2	22_p_h	d	4	p	h	0	NA	NA
195	d5	9561	2	22_p_h	d	5	p	h	1	2016-03-28	158
195	d6	1	2	22_p_h	d	6	p	h	0	NA	NA
195	d7	9636	2	22_p_h	d	7	p	h	1	2016-04-22	183
195	d8	5486	2	22_p_h	d	8	p	h	1	2016-03-09	139
195	e2	9718	2	22_p_h	e	2	p	h	1	2016-03-17	147
195	e3	9416	2	22_p_h	e	3	p	h	0	NA	NA
195	e4	9408	2	22_p_h	e	4	p	h	1	2016-03-21	151
195	e5	10014	2	22_p_h	e	5	p	h	0	NA	NA
195	e6	7063	2	22_p_h	e	6	p	h	0	NA	NA
195	e7	7343	2	22_p_h	e	7	p	h	1	2016-02-23	124
196	a2	1890	2	23_p_h	a	2	p	h	1	2016-03-01	131
196	a3	9759	2	23_p_h	a	3	p	h	1	2016-02-26	127
196	a4	9748	2	23_p_h	a	4	p	h	1	2016-03-28	158
196	a5	9523	2	23_p_h	a	5	p	h	1	2016-03-02	132
196	a6	7117	2	23_p_h	a	6	p	h	0	NA	NA
196	a7	9394	2	23_p_h	a	7	p	h	0	NA	NA
196	b1	7268	2	23_p_h	b	1	p	h	0	NA	NA
196	b2	9699	2	23_p_h	b	2	p	h	0	NA	NA
196	b3	9399	2	23_p_h	b	3	p	h	1	2016-03-23	153
196	b4	9722	2	23_p_h	b	4	p	h	0	NA	NA
196	b5	9634	2	23_p_h	b	5	p	h	1	2016-03-23	153
196	b6	9635	2	23_p_h	b	6	p	h	0	NA	NA
196	b7	9536	2	23_p_h	b	7	p	h	1	2016-03-22	152
196	b8	6099	2	23_p_h	b	8	p	h	1	2016-04-04	165
196	c1	9841	2	23_p_h	c	1	p	h	0	NA	NA
196	c2	9937	2	23_p_h	c	2	p	h	1	2016-02-29	130
196	c3	9764	2	23_p_h	c	3	p	h	0	NA	NA
196	c4	9736	2	23_p_h	c	4	p	h	0	NA	NA
196	c5	9888	2	23_p_h	c	5	p	h	1	2016-03-08	138
196	c6	9754	2	23_p_h	c	6	p	h	0	NA	NA
196	c7	8246	2	23_p_h	c	7	p	h	1	2016-03-18	148
196	c8	915	2	23_p_h	c	8	p	h	0	NA	NA
196	d1	9835	2	23_p_h	d	1	p	h	1	2016-03-04	134
196	d2	9530	2	23_p_h	d	2	p	h	1	2016-03-10	140
196	d3	6115	2	23_p_h	d	3	p	h	0	NA	NA
196	d4	9899	2	23_p_h	d	4	p	h	1	2016-03-02	132
196	d5	9098	2	23_p_h	d	5	p	h	1	2016-03-10	140
196	d6	9925	2	23_p_h	d	6	p	h	1	2016-03-14	144
196	d7	9933	2	23_p_h	d	7	p	h	0	NA	NA
196	d8	6150	2	23_p_h	d	8	p	h	1	2016-03-16	146
196	e2	7186	2	23_p_h	e	2	p	h	1	2016-03-02	132
196	e3	9578	2	23_p_h	e	3	p	h	1	2016-02-26	127
196	e4	5353	2	23_p_h	e	4	p	h	1	2016-03-08	138
196	e5	6125	2	23_p_h	e	5	p	h	0	NA	NA
196	e6	6193	2	23_p_h	e	6	p	h	1	2016-03-14	144
196	e7	6114	2	23_p_h	e	7	p	h	0	NA	NA
197	a2	9720	2	24_p_h	a	2	p	h	0	NA	NA
197	a3	9660	2	24_p_h	a	3	p	h	0	NA	NA
197	a4	7003	2	24_p_h	a	4	p	h	0	NA	NA
197	a5	9547	2	24_p_h	a	5	p	h	1	2016-03-14	144
197	a6	9802	2	24_p_h	a	6	p	h	0	NA	NA
197	a7	6203	2	24_p_h	a	7	p	h	1	2016-03-25	155
197	b1	9560	2	24_p_h	b	1	p	h	1	2016-03-17	147
197	b2	9837	2	24_p_h	b	2	p	h	1	2016-02-24	125
197	b3	9600	2	24_p_h	b	3	p	h	1	2016-03-14	144
197	b4	9343	2	24_p_h	b	4	p	h	1	2016-03-17	147
197	b5	9612	2	24_p_h	b	5	p	h	1	2016-03-04	134
197	b6	9775	2	24_p_h	b	6	p	h	1	2016-03-11	141
197	b7	7273	2	24_p_h	b	7	p	h	1	2016-03-15	145
197	b8	9938	2	24_p_h	b	8	p	h	1	2016-03-09	139
197	c1	9643	2	24_p_h	c	1	p	h	1	2016-03-11	141
197	c2	9881	2	24_p_h	c	2	p	h	1	2016-03-14	144
197	c3	7296	2	24_p_h	c	3	p	h	1	2016-02-16	117
197	c4	9526	2	24_p_h	c	4	p	h	1	2016-02-18	119
197	c5	9944	2	24_p_h	c	5	p	h	0	NA	NA
197	c6	6140	2	24_p_h	c	6	p	h	1	2016-03-29	159
197	c7	9826	2	24_p_h	c	7	p	h	1	2016-02-24	125
197	c8	7126	2	24_p_h	c	8	p	h	1	2016-03-08	138
197	d1	6218	2	24_p_h	d	1	p	h	1	2016-03-17	147
197	d2	9774	2	24_p_h	d	2	p	h	1	2016-03-03	133
197	d3	6109	2	24_p_h	d	3	p	h	1	2016-03-29	159
197	d4	9524	2	24_p_h	d	4	p	h	1	2016-03-14	144
197	d5	9707	2	24_p_h	d	5	p	h	1	2016-03-16	146
197	d6	9525	2	24_p_h	d	6	p	h	1	2016-03-22	152
197	d7	9562	2	24_p_h	d	7	p	h	1	2016-03-04	134
197	d8	9533	2	24_p_h	d	8	p	h	0	NA	NA
197	e2	6126	2	24_p_h	e	2	p	h	1	2016-03-31	161
197	e3	7207	2	24_p_h	e	3	p	h	1	2016-03-09	139
197	e4	9992	2	24_p_h	e	4	p	h	1	2016-03-21	151
197	e5	9885	2	24_p_h	e	5	p	h	1	2016-03-28	158
197	e6	9904	2	24_p_h	e	6	p	h	0	NA	NA
197	e7	7217	2	24_p_h	e	7	p	h	1	2016-02-22	123
198	a2	8351	2	25_p_h	a	2	p	h	0	NA	NA
198	a3	9902	2	25_p_h	a	3	p	h	0	NA	NA
198	a4	7394	2	25_p_h	a	4	p	h	1	2016-02-29	130
198	a5	9838	2	25_p_h	a	5	p	h	1	2016-03-08	138
198	a6	9540	2	25_p_h	a	6	p	h	1	2016-03-04	134
198	a7	9581	2	25_p_h	a	7	p	h	0	NA	NA
198	b1	7298	2	25_p_h	b	1	p	h	1	2016-03-23	153
198	b2	9813	2	25_p_h	b	2	p	h	1	2016-03-16	146
198	b3	9558	2	25_p_h	b	3	p	h	1	2016-03-21	151
198	b4	1552	2	25_p_h	b	4	p	h	1	2016-03-14	144
198	b5	7419	2	25_p_h	b	5	p	h	1	2016-03-14	144
198	b6	10020	2	25_p_h	b	6	p	h	1	2016-02-25	126
198	b7	9541	2	25_p_h	b	7	p	h	1	2016-03-11	141
198	b8	6961	2	25_p_h	b	8	p	h	1	2016-02-11	112
198	c1	9593	2	25_p_h	c	1	p	h	1	2016-03-23	153
198	c2	9867	2	25_p_h	c	2	p	h	1	2016-03-10	140
198	c3	7378	2	25_p_h	c	3	p	h	0	NA	NA
198	c4	6108	2	25_p_h	c	4	p	h	1	2016-03-10	140
198	c5	9886	2	25_p_h	c	5	p	h	1	2016-03-10	140
198	c6	9762	2	25_p_h	c	6	p	h	0	NA	NA
198	c7	9821	2	25_p_h	c	7	p	h	1	2016-03-08	138
198	c8	6136	2	25_p_h	c	8	p	h	1	2016-03-28	158
198	d1	9336	2	25_p_h	d	1	p	h	1	2016-03-09	139
198	d2	6094	2	25_p_h	d	2	p	h	1	2016-03-23	153
198	d3	6128	2	25_p_h	d	3	p	h	0	NA	NA
198	d4	6195	2	25_p_h	d	4	p	h	0	NA	NA
198	d5	9640	2	25_p_h	d	5	p	h	0	NA	NA
198	d6	7477	2	25_p_h	d	6	p	h	0	NA	NA
198	d7	7031	2	25_p_h	d	7	p	h	1	2016-02-26	127
198	d8	6963	2	25_p_h	d	8	p	h	1	2016-03-14	144
198	e2	6134	2	25_p_h	e	2	p	h	0	NA	NA
198	e3	9518	2	25_p_h	e	3	p	h	1	2016-03-08	138
198	e4	9520	2	25_p_h	e	4	p	h	1	2016-03-14	144
198	e5	9869	2	25_p_h	e	5	p	h	1	2016-03-02	132
198	e6	9653	2	25_p_h	e	6	p	h	0	NA	NA
198	e7	9719	2	25_p_h	e	7	p	h	0	NA	NA
199	a2	9744	2	26_p_h	a	2	p	h	0	NA	NA
199	a3	9513	2	26_p_h	a	3	p	h	0	NA	NA
199	a4	9766	2	26_p_h	a	4	p	h	0	NA	NA
199	a5	8235	2	26_p_h	a	5	p	h	1	2016-03-04	134
199	a6	6111	2	26_p_h	a	6	p	h	1	2016-03-25	155
199	a7	6098	2	26_p_h	a	7	p	h	0	NA	NA
199	b1	9887	2	26_p_h	b	1	p	h	1	2016-03-07	137
199	b2	6040	2	26_p_h	b	2	p	h	1	2016-03-28	158
199	b3	9582	2	26_p_h	b	3	p	h	1	2016-03-15	145
199	b4	7384	2	26_p_h	b	4	p	h	1	2016-03-14	144
199	b5	5165	2	26_p_h	b	5	p	h	1	2016-03-08	138
199	b6	8337	2	26_p_h	b	6	p	h	0	NA	NA
199	b7	9868	2	26_p_h	b	7	p	h	0	NA	NA
199	b8	9895	2	26_p_h	b	8	p	h	1	2016-02-23	124
199	c1	9611	2	26_p_h	c	1	p	h	1	2016-02-23	124
199	c2	9517	2	26_p_h	c	2	p	h	0	NA	NA
199	c3	9549	2	26_p_h	c	3	p	h	0	NA	NA
199	c4	6112	2	26_p_h	c	4	p	h	1	2016-03-28	158
199	c5	9567	2	26_p_h	c	5	p	h	1	2016-03-23	153
199	c6	801	2	26_p_h	c	6	p	h	1	2016-03-25	155
199	c7	9918	2	26_p_h	c	7	p	h	1	2016-02-22	123
199	c8	9573	2	26_p_h	c	8	p	h	0	NA	NA
199	d1	9840	2	26_p_h	d	1	p	h	0	NA	NA
199	d2	9737	2	26_p_h	d	2	p	h	1	2016-03-08	138
199	d3	9894	2	26_p_h	d	3	p	h	1	2016-03-18	148
199	d4	5349	2	26_p_h	d	4	p	h	1	2016-03-11	141
199	d5	7163	2	26_p_h	d	5	p	h	1	2016-03-09	139
199	d6	8365	2	26_p_h	d	6	p	h	1	2016-03-14	144
199	d7	9790	2	26_p_h	d	7	p	h	1	2016-03-22	152
199	d8	9900	2	26_p_h	d	8	p	h	1	2016-02-15	116
199	e2	9812	2	26_p_h	e	2	p	h	1	2016-03-08	138
199	e3	9511	2	26_p_h	e	3	p	h	0	NA	NA
199	e4	9663	2	26_p_h	e	4	p	h	1	2016-02-22	123
199	e5	9787	2	26_p_h	e	5	p	h	1	2016-04-22	183
199	e6	9577	2	26_p_h	e	6	p	h	1	2016-03-28	158
199	e7	9590	2	26_p_h	e	7	p	h	1	2016-02-12	113
2	a2	765	1	2_p_l	a	2	p	l	0	NA	NA
2	a3	9409	1	2_p_l	a	3	p	l	0	NA	NA
2	a4	9915	1	2_p_l	a	4	p	l	0	NA	NA
2	a5	9577	1	2_p_l	a	5	p	l	0	NA	NA
2	a6	6085	1	2_p_l	a	6	p	l	0	NA	NA
2	a7	8234	1	2_p_l	a	7	p	l	0	NA	NA
2	b1	9837	1	2_p_l	b	1	p	l	0	NA	NA
2	b2	9822	1	2_p_l	b	2	p	l	0	NA	NA
2	b3	8241	1	2_p_l	b	3	p	l	0	NA	NA
2	b4	6025	1	2_p_l	b	4	p	l	1	2016-04-11	172
2	b5	5577	1	2_p_l	b	5	p	l	0	NA	NA
2	b6	7165	1	2_p_l	b	6	p	l	1	2016-03-30	160
2	b7	6898	1	2_p_l	b	7	p	l	1	2016-03-04	134
2	b8	7169	1	2_p_l	b	8	p	l	0	NA	NA
2	c1	7343	1	2_p_l	c	1	p	l	1	2016-03-28	158
2	c2	9615	1	2_p_l	c	2	p	l	0	NA	NA
2	c3	9611	1	2_p_l	c	3	p	l	0	NA	NA
2	c4	6106	1	2_p_l	c	4	p	l	0	NA	NA
2	c5	9647	1	2_p_l	c	5	p	l	0	NA	NA
2	c6	7394	1	2_p_l	c	6	p	l	0	NA	NA
2	c7	9852	1	2_p_l	c	7	p	l	0	NA	NA
2	c8	9853	1	2_p_l	c	8	p	l	1	2016-03-14	144
2	d1	9525	1	2_p_l	d	1	p	l	1	2016-04-08	169
2	d2	6243	1	2_p_l	d	2	p	l	0	NA	NA
2	d3	9562	1	2_p_l	d	3	p	l	0	NA	NA
2	d4	9548	1	2_p_l	d	4	p	l	0	NA	NA
2	d5	9754	1	2_p_l	d	5	p	l	0	NA	NA
2	d6	9336	1	2_p_l	d	6	p	l	0	NA	NA
2	d7	9470	1	2_p_l	d	7	p	l	0	NA	NA
2	d8	7404	1	2_p_l	d	8	p	l	0	NA	NA
2	e2	10006	1	2_p_l	e	2	p	l	0	NA	NA
2	e3	9708	1	2_p_l	e	3	p	l	0	NA	NA
2	e4	9707	1	2_p_l	e	4	p	l	0	NA	NA
2	e5	2	1	2_p_l	e	5	p	l	0	NA	NA
2	e6	9632	1	2_p_l	e	6	p	l	0	NA	NA
2	e7	9888	1	2_p_l	e	7	p	l	0	NA	NA
20	a2	9590	2	20_p_l	a	2	p	l	0	NA	NA
20	a3	6243	2	20_p_l	a	3	p	l	1	2016-03-14	144
20	a4	9799	2	20_p_l	a	4	p	l	0	NA	NA
20	a5	9629	2	20_p_l	a	5	p	l	0	NA	NA
20	a6	9716	2	20_p_l	a	6	p	l	0	NA	NA
20	a7	9726	2	20_p_l	a	7	p	l	0	NA	NA
20	b1	6915	2	20_p_l	b	1	p	l	0	NA	NA
20	b2	6192	2	20_p_l	b	2	p	l	0	NA	NA
