pathimage	site	totarea	sk	bp	ep	datelabeled	tray	pos	organ	indpop	num
../data/field_tuebingen_harvesting/2016_03_18/P1060503.JPG	tuebingen	342638	45156	4290	357	2017-03-13_13:07:25	181	b1	r	p	24
../data/field_tuebingen_harvesting/2016_03_18/P1060504.JPG	tuebingen	547751	67074	2643	497	2017-03-13_13:07:28	181	b1	i	p	24
../data/field_tuebingen_harvesting/2016_03_18/P1060505.JPG	tuebingen	531528	71006	3153	501	2017-07-03_18:23:24	181	b1	i	p	24
../data/field_tuebingen_harvesting/2016_03_18/P1060506.JPG	tuebingen	544339	71374	3148	472	2017-07-03_18:23:49	181	b1	i	p	24
../data/field_tuebingen_harvesting/2016_03_21/P1060507.JPG	tuebingen	375628	60870	4517	340	2017-03-13_13:08:29	225	a6	r	p	22
../data/field_tuebingen_harvesting/2016_03_21/P1060508.JPG	tuebingen	390690	58526	3612	353	2017-07-03_18:24:05	225	a6	r	p	22
../data/field_tuebingen_harvesting/2016_03_21/P1060509.JPG	tuebingen	390855	60556	4609	355	2017-07-03_18:24:13	225	a6	r	p	22
../data/field_tuebingen_harvesting/2016_03_21/P1060510.JPG	tuebingen	222875	38132	2293	562	2017-07-03_18:24:20	225	a6	i	p	22
../data/field_tuebingen_harvesting/2016_03_21/P1060512.JPG	tuebingen	5254	816	201	19	2017-03-13_13:50:45	120	c3	r	i	NA
../data/field_tuebingen_harvesting/2016_03_21/P1060513.JPG	tuebingen	9880	2007	202	20	2017-03-13_13:50:49	120	c3	i	i	NA
../data/field_tuebingen_harvesting/2016_03_21/P1060514.JPG	tuebingen	807787	100453	8981	851	2017-03-13_13:19:11	187	a6	r	p	20
../data/field_tuebingen_harvesting/2016_03_21/P1060515.JPG	tuebingen	485781	68581	4141	469	2017-07-03_18:24:28	187	a6	i	p	20
../data/field_tuebingen_harvesting/2016_03_21/P1060516.JPG	tuebingen	465186	64304	3772	485	2017-03-13_13:50:59	187	a6	i	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060517.JPG	tuebingen	338744	46958	4030	405	2017-03-13_13:51:06	245	a4	r	p	14
../data/field_tuebingen_harvesting/2016_04_11/P1060518.JPG	tuebingen	338779	46730	3792	393	2017-03-13_13:51:14	245	a4	i	p	14
../data/field_tuebingen_harvesting/2016_04_11/P1060519.JPG	tuebingen	810138	130049	3946	837	2017-03-13_13:52:00	245	a4	r	p	14
../data/field_tuebingen_harvesting/2016_04_11/P1060520.JPG	tuebingen	217086	31502	2400	368	2017-03-13_13:52:06	175	b2	r	p	15
../data/field_tuebingen_harvesting/2016_04_11/P1060521.JPG	tuebingen	574176	96327	2384	594	2017-03-13_13:52:14	175	b2	i	p	15
../data/field_tuebingen_harvesting/2016_04_11/P1060522.JPG	tuebingen	436709	70834	6956	558	2017-03-13_13:52:18	245	b8	r	p	24
../data/field_tuebingen_harvesting/2016_04_11/P1060523.JPG	tuebingen	706360	119165	4180	768	2017-03-13_13:52:20	245	b8	i	p	24
../data/field_tuebingen_harvesting/2016_04_11/P1060524.JPG	tuebingen	208186	36264	3928	348	2017-03-13_13:52:27	174	e4	r	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060525.JPG	tuebingen	590754	108610	3152	703	2017-03-13_13:52:29	174	e4	i	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060526.JPG	tuebingen	420893	76729	8448	642	2017-03-13_13:52:34	241	a2	r	p	23
../data/field_tuebingen_harvesting/2016_04_11/P1060528.JPG	tuebingen	772204	121121	5249	840	2017-03-13_13:52:36	241	a2	i	p	23
../data/field_tuebingen_harvesting/2016_04_11/P1060529.JPG	tuebingen	545171	91108	9145	767	2017-03-13_13:52:43	240	a4	r	p	23
../data/field_tuebingen_harvesting/2016_04_11/P1060530.JPG	tuebingen	868792	146090	4906	965	2017-03-13_13:52:45	240	a4	i	p	23
../data/field_tuebingen_harvesting/2016_04_11/P1060531.JPG	tuebingen	466902	58832	4956	531	2017-03-13_13:52:51	175	c8	r	p	16
../data/field_tuebingen_harvesting/2016_04_11/P1060533.JPG	tuebingen	576966	81560	2327	507	2017-03-13_13:52:53	175	c8	i	p	16
../data/field_tuebingen_harvesting/2016_04_11/P1060534.JPG	tuebingen	432608	65668	6592	736	2017-03-13_13:52:58	243	a2	r	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060535.JPG	tuebingen	727582	123593	5996	864	2017-07-03_18:24:39	243	a2	i	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060536.JPG	tuebingen	207118	36258	3402	373	2017-07-03_18:24:46	243	a5	r	p	12
../data/field_tuebingen_harvesting/2016_04_11/P1060537.JPG	tuebingen	844680	158131	5781	908	2017-07-03_18:24:56	243	a5	r	p	12
../data/field_tuebingen_harvesting/2016_04_11/P1060538.JPG	tuebingen	295637	48843	5393	372	2017-07-03_18:25:05	234	a7	r	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060539.JPG	tuebingen	1049566	174311	6289	1212	2017-07-03_18:25:26	234	a7	i	p	19
../data/field_tuebingen_harvesting/2016_04_11/P1060540.JPG	tuebingen	331019	54501	6177	494	2017-03-13_14:16:45	236	a3	r	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060541.JPG	tuebingen	571425	96646	2009	611	2017-03-13_14:16:47	236	a3	i	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060542.JPG	tuebingen	324190	43413	3168	468	2017-03-13_14:16:54	237	a7	r	p	12
../data/field_tuebingen_harvesting/2016_04_11/P1060543.JPG	tuebingen	732354	123662	4874	822	2017-03-13_14:16:57	237	a7	i	p	12
../data/field_tuebingen_harvesting/2016_04_11/P1060544.JPG	tuebingen	700858	105109	9017	916	2017-03-13_14:17:04	238	a6	r	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060545.JPG	tuebingen	764753	130197	6088	1050	2017-03-13_14:17:09	238	a6	i	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060546.JPG	tuebingen	469094	83903	8824	720	2017-03-13_14:17:15	238	d7	r	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060547.JPG	tuebingen	151318	31689	1969	310	2017-03-13_14:17:21	238	d7	i	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060548.JPG	tuebingen	425471	80159	9004	576	2017-03-13_14:26:22	233	d4	r	p	27
../data/field_tuebingen_harvesting/2016_04_11/P1060549.JPG	tuebingen	976854	165578	5881	1139	2017-03-13_14:26:41	233	d4	i	p	27
../data/field_tuebingen_harvesting/2016_04_11/P1060550.JPG	tuebingen	476127	78973	8287	602	2017-03-13_14:26:47	238	a7	r	p	21
../data/field_tuebingen_harvesting/2016_04_11/P1060551.JPG	tuebingen	531695	96739	4685	639	2017-03-13_14:26:48	238	a7	i	p	21
../data/field_tuebingen_harvesting/2016_04_11/P1060552.JPG	tuebingen	399361	66064	8198	537	2017-03-13_14:26:53	233	a7	r	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060553.JPG	tuebingen	797943	137472	5160	888	2017-03-13_14:26:54	233	a7	i	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060554.JPG	tuebingen	491273	78419	8004	589	2017-03-13_14:26:59	233	e5	r	p	29
../data/field_tuebingen_harvesting/2016_04_11/P1060555.JPG	tuebingen	780712	136309	5034	802	2017-03-13_14:27:02	233	e5	i	p	29
../data/field_tuebingen_harvesting/2016_04_11/P1060556.JPG	tuebingen	393901	64538	7023	507	2017-03-13_14:27:06	206	a5	r	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060557.JPG	tuebingen	969433	162192	5382	1086	2017-03-13_14:27:08	206	a5	i	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060558.JPG	tuebingen	310844	50079	3859	514	2017-03-13_14:27:15	211	a2	r	p	-9
../data/field_tuebingen_harvesting/2016_04_11/P1060559.JPG	tuebingen	1061517	190804	10698	1403	2017-03-13_14:27:19	211	a2	i	p	-9
../data/field_tuebingen_harvesting/2016_04_11/P1060560.JPG	tuebingen	601171	104301	11321	791	2017-03-13_14:27:27	203	d8	r	p	27
../data/field_tuebingen_harvesting/2016_04_11/P1060561.JPG	tuebingen	821328	151280	6964	1107	2017-03-13_14:27:35	203	d8	i	p	27
../data/field_tuebingen_harvesting/2016_04_11/P1060562.JPG	tuebingen	523792	84714	8707	678	2017-03-13_14:27:40	244	c7	r	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060563.JPG	tuebingen	907032	162374	6635	1240	2017-03-13_14:27:42	244	c7	i	p	22
../data/field_tuebingen_harvesting/2016_04_11/P1060564.JPG	tuebingen	188096	34324	3918	426	2017-03-13_14:27:48	231	a5	i	p	25
../data/field_tuebingen_harvesting/2016_04_11/P1060565.JPG	tuebingen	401324	76735	2402	528	2017-03-13_14:27:51	231	a5	r	p	25
../data/field_tuebingen_harvesting/2016_04_11/P1060566.JPG	tuebingen	412218	64794	7029	358	2017-03-13_14:27:57	239	d3	r	p	17
../data/field_tuebingen_harvesting/2016_04_11/P1060567.JPG	tuebingen	429750	73344	3306	488	2017-03-13_14:27:59	239	d3	i	p	17
../data/field_tuebingen_harvesting/2016_04_11/P1060568.JPG	tuebingen	667662	106298	11022	798	2017-03-13_14:28:06	239	a7	r	p	20
../data/field_tuebingen_harvesting/2016_04_11/P1060569.JPG	tuebingen	336213	60284	3469	403	2017-03-13_14:28:08	239	a7	i	p	20
../data/field_tuebingen_harvesting/2016_04_13/P1060572.JPG	tuebingen	523132	71535	5827	582	2017-03-13_14:28:25	197	a7	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060573.JPG	tuebingen	958752	171296	6296	1279	2017-03-13_14:28:27	197	a7	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060574.JPG	tuebingen	456670	70290	5135	622	2017-03-13_14:28:32	222	a5	r	p	29
../data/field_tuebingen_harvesting/2016_04_13/P1060575.JPG	tuebingen	633431	132968	4857	711	2017-03-13_14:28:33	222	a5	i	p	29
../data/field_tuebingen_harvesting/2016_04_13/P1060576.JPG	tuebingen	415925	68759	5421	594	2017-03-13_14:28:42	157	a5	r	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060577.JPG	tuebingen	1057879	189653	7306	1325	2017-03-17_12:32:01	187	a5	i	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060578.JPG	tuebingen	66261	13984	857	105	2017-03-13_14:28:53	61	c5	i	p	7
../data/field_tuebingen_harvesting/2016_04_13/P1060579.JPG	tuebingen	74531	8044	320	161	2017-03-13_14:28:58	61	c5	r	p	7
../data/field_tuebingen_harvesting/2016_04_13/P1060580.JPG	tuebingen	284750	45735	3378	394	2017-03-13_14:29:03	193	a2	r	p	25
../data/field_tuebingen_harvesting/2016_04_13/P1060581.JPG	tuebingen	849456	155995	4646	1027	2017-03-13_14:29:05	193	a2	i	p	25
../data/field_tuebingen_harvesting/2016_04_13/P1060582.JPG	tuebingen	140430	25786	1947	261	2017-03-13_14:29:11	70	e3	r	p	20
../data/field_tuebingen_harvesting/2016_04_13/P1060583.JPG	tuebingen	254972	65906	2520	434	2017-03-13_14:29:12	70	e3	i	p	20
../data/field_tuebingen_harvesting/2016_04_13/P1060584.JPG	tuebingen	158260	24146	2041	232	2017-03-13_14:29:21	60	b7	r	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060585.JPG	tuebingen	82945	18210	823	116	2017-03-13_14:29:25	60	b7	i	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060586.JPG	tuebingen	397772	67860	9238	632	2017-03-13_14:29:31	188	b3	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060587.JPG	tuebingen	1164390	211167	9040	1412	2017-03-13_14:29:32	188	b3	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060588.JPG	tuebingen	299705	48974	4179	538	2017-03-13_14:29:38	194	b1	r	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060589.JPG	tuebingen	1006171	187685	6682	1035	2017-03-13_14:29:39	194	b1	i	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060590.JPG	tuebingen	371453	51515	3798	567	2017-03-13_14:29:46	222	a4	r	p	-9
../data/field_tuebingen_harvesting/2016_04_13/P1060591.JPG	tuebingen	733862	143488	4610	941	2017-03-13_14:29:56	222	a4	i	p	-9
../data/field_tuebingen_harvesting/2016_04_13/P1060592.JPG	tuebingen	28773	3387	261	28	2017-03-13_14:30:05	96	c5	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060593.JPG	tuebingen	136558	23708	547	126	2017-03-13_14:30:07	96	c5	i	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060594.JPG	tuebingen	519811	97451	11751	1004	2017-03-13_14:30:14	225	e2	r	p	27
../data/field_tuebingen_harvesting/2016_04_13/P1060595.JPG	tuebingen	1310296	208144	6504	1422	2017-03-13_14:30:15	225	e2	i	p	27
../data/field_tuebingen_harvesting/2016_04_13/P1060596.JPG	tuebingen	581512	89806	7757	745	2017-03-13_14:30:20	224	a7	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060597.JPG	tuebingen	652057	107575	3239	784	2017-03-13_14:30:22	224	a7	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060598.JPG	tuebingen	402702	73459	8026	826	2017-03-13_14:30:28	228	c5	r	p	23
../data/field_tuebingen_harvesting/2016_04_13/P1060599.JPG	tuebingen	1322381	214740	6434	1419	2017-03-13_14:30:30	228	c5	i	p	23
../data/field_tuebingen_harvesting/2016_04_13/P1060600.JPG	tuebingen	496169	92505	11331	788	2017-03-13_14:30:35	223	a4	r	p	37
../data/field_tuebingen_harvesting/2016_04_13/P1060601.JPG	tuebingen	966819	177544	15134	1545	2017-03-13_14:30:37	223	a4	i	p	37
../data/field_tuebingen_harvesting/2016_04_13/P1060602.JPG	tuebingen	261045	47216	6909	622	2017-03-13_14:30:43	228	c4	r	p	21
../data/field_tuebingen_harvesting/2016_04_13/P1060603.JPG	tuebingen	887669	149627	3624	902	2017-03-13_14:30:45	228	c4	i	p	21
../data/field_tuebingen_harvesting/2016_04_13/P1060604.JPG	tuebingen	88729	13952	2594	52	2017-03-13_14:30:52	96	c5	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060605.JPG	tuebingen	135695	27911	1699	136	2017-03-13_14:30:55	96	c5	i	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060606.JPG	tuebingen	428584	58078	5048	494	2017-03-17_12:08:54	245	a7	r	p	24
../data/field_tuebingen_harvesting/2016_04_13/P1060607.JPG	tuebingen	558309	86907	2298	627	2017-03-17_12:08:57	245	a7	i	p	24
../data/field_tuebingen_harvesting/2016_04_13/P1060608.JPG	tuebingen	448245	60870	5315	575	2017-03-17_12:09:04	175	b5	r	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060609.JPG	tuebingen	631867	100011	3518	516	2017-03-17_12:09:06	175	b5	i	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060610.JPG	tuebingen	376570	61568	6487	511	2017-03-17_12:28:14	231	b1	r	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060611.JPG	tuebingen	1104934	167548	5038	1183	2017-03-17_12:28:16	231	b1	i	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060612.JPG	tuebingen	258546	45219	4984	452	2017-03-17_12:28:20	234	d3	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060613.JPG	tuebingen	899334	154904	5650	1156	2017-03-17_12:28:22	234	d3	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060614.JPG	tuebingen	222622	39003	4505	542	2017-03-17_12:28:26	200	b4	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060615.JPG	tuebingen	806062	128754	3124	759	2017-03-17_12:28:28	200	b4	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060616.JPG	tuebingen	371675	60865	6895	751	2017-03-17_12:32:07	198	b8	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060617.JPG	tuebingen	1026691	175904	5670	1147	2017-03-17_12:32:09	198	b8	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060618.JPG	tuebingen	352884	61094	7774	564	2017-03-17_12:32:18	196	c3	r	p	12
../data/field_tuebingen_harvesting/2016_04_13/P1060619.JPG	tuebingen	1249399	188455	6369	1000	2017-03-17_12:32:20	196	c3	i	p	12
../data/field_tuebingen_harvesting/2016_04_13/P1060620.JPG	tuebingen	313675	54368	6177	646	2017-03-17_12:32:27	195	a4	r	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060621.JPG	tuebingen	947647	160464	5223	1004	2017-03-17_12:32:33	195	a4	i	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060622.JPG	tuebingen	225911	33575	3087	475	2017-03-17_12:32:48	204	d1	r	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060623.JPG	tuebingen	786578	129250	3743	728	2017-03-17_12:32:54	204	d1	i	p	18
../data/field_tuebingen_harvesting/2016_04_13/P1060624.JPG	tuebingen	357343	52368	5189	413	2017-03-17_12:32:58	212	a7	r	p	10
../data/field_tuebingen_harvesting/2016_04_13/P1060625.JPG	tuebingen	890556	159190	6764	1107	2017-03-17_12:33:00	212	a7	i	p	10
../data/field_tuebingen_harvesting/2016_04_13/P1060626.JPG	tuebingen	388000	66036	7399	555	2017-03-17_12:33:04	206	a4	r	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060627.JPG	tuebingen	944475	165694	4917	950	2017-03-17_12:33:06	206	a4	i	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060628.JPG	tuebingen	196917	30712	4075	462	2017-03-17_12:33:10	231	c6	r	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060629.JPG	tuebingen	939800	158009	5112	1016	2017-03-17_12:33:12	231	c6	i	p	14
../data/field_tuebingen_harvesting/2016_04_13/P1060630.JPG	tuebingen	27604	3762	363	38	2017-03-17_12:33:19	316	a7	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060631.JPG	tuebingen	129510	23759	653	155	2017-03-17_12:33:21	316	a7	i	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060632.JPG	tuebingen	94679	14969	2131	108	2017-03-17_12:33:25	318	a6	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060633.JPG	tuebingen	828248	130327	6068	930	2017-03-17_12:33:26	318	a6	i	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060634.JPG	tuebingen	180918	26969	4756	139	2017-03-17_12:33:31	270	a4	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060635.JPG	tuebingen	568650	97167	3912	666	2017-03-17_12:33:32	270	a4	i	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060636.JPG	tuebingen	482743	70046	6165	565	2017-03-17_12:33:38	186	c1	r	p	16
../data/field_tuebingen_harvesting/2016_04_13/P1060637.JPG	tuebingen	474713	69311	6137	595	2017-03-17_12:33:40	186	c1	i	p	16
../data/field_tuebingen_harvesting/2016_04_13/P1060638.JPG	tuebingen	1213127	200659	7695	1358	2017-03-17_12:33:46	186	c1	i	p	16
../data/field_tuebingen_harvesting/2016_04_13/P1060639.JPG	tuebingen	416239	69541	7781	648	2017-03-17_12:33:54	178	a4	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060640.JPG	tuebingen	906602	145593	3795	973	2017-03-17_12:33:56	178	a4	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060641.JPG	tuebingen	205541	35894	3885	407	2017-03-17_12:34:01	184	d3	r	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060642.JPG	tuebingen	835111	138000	2490	754	2017-03-17_12:34:06	184	d3	i	p	17
../data/field_tuebingen_harvesting/2016_04_13/P1060643.JPG	tuebingen	316185	58853	6238	570	2017-03-17_12:34:14	184	a4	r	p	24
../data/field_tuebingen_harvesting/2016_04_13/P1060644.JPG	tuebingen	1220646	204499	5373	1151	2017-03-17_12:34:21	184	a4	i	p	24
../data/field_tuebingen_harvesting/2016_04_13/P1060645.JPG	tuebingen	153407	27624	2860	365	2017-03-17_12:34:25	218	c3	r	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060646.JPG	tuebingen	934147	163444	3613	1136	2017-03-17_12:34:30	218	c3	i	p	19
../data/field_tuebingen_harvesting/2016_04_13/P1060647.JPG	tuebingen	184717	30804	3330	509	2017-03-17_12:34:36	221	e4	r	p	20
../data/field_tuebingen_harvesting/2016_04_13/P1060648.JPG	tuebingen	884507	133447	3074	728	2017-03-17_12:34:38	221	e4	i	p	20
../data/field_tuebingen_harvesting/2016_04_13/P1060649.JPG	tuebingen	203728	34480	6378	181	2017-03-17_12:34:46	341	a7	r	i	NA
../data/field_tuebingen_harvesting/2016_04_13/P1060650.JPG	tuebingen	870056	131244	4842	872	2017-03-17_12:34:48	341	a7	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060651.JPG	tuebingen	216460	40243	4464	488	2017-03-17_12:34:56	193	c6	r	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060652.JPG	tuebingen	1184115	197158	7281	1352	2017-03-17_12:34:59	193	c6	i	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060653.JPG	tuebingen	189679	36101	5366	445	2017-03-17_12:35:03	221	c5	r	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060654.JPG	tuebingen	815405	136336	2590	638	2017-03-17_12:35:07	221	c5	i	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060655.JPG	tuebingen	546943	85780	9101	811	2017-03-17_12:35:11	221	a2	r	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060656.JPG	tuebingen	1210510	179479	6974	1053	2017-03-17_12:35:13	221	a2	i	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060657.JPG	tuebingen	249527	49215	6311	468	2017-03-17_12:35:20	225	d6	r	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060658.JPG	tuebingen	765380	123215	3059	709	2017-03-17_12:35:25	225	d6	i	p	15
../data/field_tuebingen_harvesting/2016_04_15/P1060659.JPG	tuebingen	334714	61227	7191	576	2017-03-17_12:35:30	204	b1	r	p	27
../data/field_tuebingen_harvesting/2016_04_15/P1060660.JPG	tuebingen	835057	140874	4220	862	2017-03-17_12:35:31	204	b1	i	p	27
../data/field_tuebingen_harvesting/2016_04_15/P1060662.JPG	tuebingen	100643	17246	2820	93	2017-03-17_12:35:38	24	a6	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060663.JPG	tuebingen	595157	91898	2412	637	2017-03-17_12:35:40	24	a6	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060664.JPG	tuebingen	250311	46257	5893	455	2017-03-17_12:35:46	199	e7	r	p	20
../data/field_tuebingen_harvesting/2016_04_15/P1060665.JPG	tuebingen	804479	140768	4240	1019	2017-03-17_12:35:53	199	e7	i	p	20
../data/field_tuebingen_harvesting/2016_04_15/P1060666.JPG	tuebingen	170239	32616	3710	496	2017-03-17_12:35:58	210	b8	r	p	20
../data/field_tuebingen_harvesting/2016_04_15/P1060667.JPG	tuebingen	590348	113876	3271	647	2017-03-17_12:36:01	210	b8	i	p	20
../data/field_tuebingen_harvesting/2016_04_15/P1060668.JPG	tuebingen	206660	47410	7629	389	2017-03-17_12:36:05	212	a5	r	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060669.JPG	tuebingen	832144	166474	7837	1181	2017-03-17_12:36:07	212	a5	i	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060670.JPG	tuebingen	157664	32473	5744	150	2017-03-17_12:36:12	319	a7	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060671.JPG	tuebingen	284562	46880	4333	303	2017-03-17_12:36:18	319	a7	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060672.JPG	tuebingen	231514	43490	8900	150	2017-03-17_12:36:23	324	a6	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060673.JPG	tuebingen	417413	62684	5508	276	2017-03-17_12:36:25	324	a6	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060674.JPG	tuebingen	195816	37702	4786	441	2017-03-17_12:36:50	202	e5	r	p	16
../data/field_tuebingen_harvesting/2016_04_15/P1060675.JPG	tuebingen	1125500	194576	6040	1395	2017-03-17_12:36:52	202	e5	i	p	16
../data/field_tuebingen_harvesting/2016_04_15/P1060676.JPG	tuebingen	140760	21804	3667	94	2017-03-17_12:36:56	305	c1	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060677.JPG	tuebingen	450382	70928	2244	414	2017-03-17_12:36:57	305	c1	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060678.JPG	tuebingen	229283	43513	6206	465	2017-03-17_12:37:02	199	d8	r	p	19
../data/field_tuebingen_harvesting/2016_04_15/P1060679.JPG	tuebingen	755355	132259	2826	799	2017-03-17_12:37:04	199	d8	i	p	19
../data/field_tuebingen_harvesting/2016_04_15/P1060680.JPG	tuebingen	205802	34089	6057	127	2017-03-17_12:37:07	272	c6	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060681.JPG	tuebingen	144198	28762	2664	247	2017-03-17_12:37:10	272	c6	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060682.JPG	tuebingen	80115	12590	1248	295	2017-03-17_12:37:16	187	b7	r	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060683.JPG	tuebingen	793281	158625	7168	1554	2017-03-17_12:37:24	187	b7	i	p	23
../data/field_tuebingen_harvesting/2016_04_15/P1060684.JPG	tuebingen	71588	12211	1630	78	2017-03-17_12:37:29	277	e2	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060685.JPG	tuebingen	356780	70752	3726	784	2017-03-17_12:37:30	277	e2	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060686.JPG	tuebingen	12876	2375	301	36	2017-03-17_12:37:34	293	c8	r	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060687.JPG	tuebingen	212170	48741	3199	413	2017-03-17_12:37:35	293	c8	i	i	NA
../data/field_tuebingen_harvesting/2016_04_15/P1060688.JPG	tuebingen	190930	38951	4307	400	2017-03-17_12:37:40	213	a5	r	p	12
../data/field_tuebingen_harvesting/2016_04_15/P1060689.JPG	tuebingen	1045376	185078	7650	1522	2017-03-17_12:37:41	213	a5	i	p	12
../data/field_tuebingen_harvesting/2016_04_15/P1060690.JPG	tuebingen	158566	28169	3851	327	2017-03-17_12:37:48	214	c3	r	p	14
../data/field_tuebingen_harvesting/2016_04_15/P1060691.JPG	tuebingen	701141	110490	4153	657	2017-03-17_12:37:50	214	c3	i	p	14
../data/field_tuebingen_harvesting/2016_04_15/P1060692.JPG	tuebingen	187645	30328	3669	258	2017-03-17_12:37:56	217	c1	r	p	7
../data/field_tuebingen_harvesting/2016_04_15/P1060693.JPG	tuebingen	627304	98108	2619	544	2017-03-17_12:37:59	217	c1	i	p	7
../data/field_tuebingen_harvesting/2016_04_15/P1060694.JPG	tuebingen	215913	38181	6274	259	2017-03-17_12:38:11	217	b1	r	p	9
../data/field_tuebingen_harvesting/2016_04_15/P1060695.JPG	tuebingen	1082712	173490	7155	1082	2017-03-17_12:38:20	217	b1	i	p	9
../data/field_tuebingen_harvesting/2016_04_15/P1060696.JPG	tuebingen	246855	48009	5047	579	2017-03-17_12:38:27	228	a4	r	p	28
../data/field_tuebingen_harvesting/2016_04_15/P1060697.JPG	tuebingen	683776	125361	2676	803	2017-03-17_12:38:52	228	a4	i	p	28
../data/field_tuebingen_harvesting/2016_04_15/P1060698.JPG	tuebingen	42557	7677	1260	67	2017-03-17_12:38:56	246	a6	r	i	NA
